epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/classify_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),top1_acc,top5_acc,f1_score,val/box_loss,val/cls_loss,val/dfl_loss,val/classify_loss,lr/pg0,lr/pg1,lr/pg2
32,27479.4,1.51985,1.57886,1.30441,2.03705,0.37794,0.35079,0.3211,0.17714,0.16552,0.8511,0.13844,1.44032,1.46996,1.32062,1.98007,0.008977,0.008977,0.008977
33,28314.2,1.52043,1.57774,1.30595,2.03018,0.37832,0.35175,0.32138,0.1775,0.16617,0.84842,0.13916,1.43943,1.4681,1.31965,1.97763,0.008944,0.008944,0.008944
34,29215.5,1.51463,1.5695,1.30221,2.0292,0.3872,0.34659,0.3222,0.17812,0.16531,0.84681,0.1397,1.4385,1.46644,1.31858,1.97572,0.008911,0.008911,0.008911
35,30132,1.51158,1.55905,1.30129,2.01229,0.39208,0.34772,0.32351,0.17855,0.16466,0.851,0.1384,1.43765,1.4648,1.3178,1.97333,0.008878,0.008878,0.008878
36,30991.8,1.50528,1.55978,1.29399,1.99606,0.39317,0.34878,0.32435,0.17915,0.16713,0.85228,0.14061,1.43701,1.46402,1.31684,1.97123,0.008845,0.008845,0.008845
37,31802.9,1.50511,1.55878,1.29578,1.96561,0.39554,0.34635,0.32496,0.17959,0.16595,0.84928,0.14109,1.43592,1.46347,1.31606,1.97201,0.008812,0.008812,0.008812
38,32636.5,1.50398,1.552,1.29453,1.96385,0.39458,0.34984,0.32579,0.18,0.16445,0.84853,0.14204,1.43597,1.46181,1.3157,1.97019,0.008779,0.008779,0.008779
39,33464.3,1.50035,1.54803,1.2912,1.9468,0.39812,0.34836,0.32679,0.18055,0.16542,0.84896,0.14238,1.43486,1.4607,1.31473,1.97102,0.008746,0.008746,0.008746
40,34299.2,1.49432,1.54027,1.28775,1.92057,0.39841,0.35007,0.32741,0.18092,0.16509,0.85025,0.14208,1.43434,1.45991,1.31401,1.97268,0.008713,0.008713,0.008713
41,35126.5,1.49843,1.53797,1.2902,1.9315,0.39965,0.34972,0.32788,0.18097,0.1652,0.84799,0.1417,1.43395,1.45862,1.31363,1.9736,0.00868,0.00868,0.00868
42,35941.8,1.48958,1.52719,1.28255,1.91904,0.40072,0.35082,0.32838,0.18133,0.16477,0.84671,0.14181,1.43359,1.45806,1.31297,1.97318,0.008647,0.008647,0.008647
43,36755.7,1.49455,1.52106,1.28357,1.89719,0.40019,0.35252,0.32858,0.18175,0.16509,0.84681,0.14226,1.43279,1.4571,1.31216,1.97276,0.008614,0.008614,0.008614
44,37575.3,1.49545,1.52731,1.28302,1.88979,0.40008,0.35175,0.32913,0.18198,0.16692,0.84928,0.14321,1.43227,1.45639,1.31142,1.97541,0.008581,0.008581,0.008581
45,38417.2,1.48955,1.52416,1.2789,1.89566,0.40674,0.3492,0.32964,0.18226,0.16606,0.84917,0.14165,1.43178,1.4554,1.31041,1.97803,0.008548,0.008548,0.008548
46,39273.2,1.4847,1.51559,1.27524,1.88721,0.39869,0.35543,0.3306,0.18273,0.16563,0.8495,0.14065,1.43108,1.45473,1.30922,1.97868,0.008515,0.008515,0.008515
47,40112.3,1.48748,1.5197,1.27577,1.8803,0.40467,0.35355,0.3315,0.18333,0.1652,0.85057,0.13966,1.43064,1.45405,1.30841,1.97826,0.008482,0.008482,0.008482
48,40939.1,1.48369,1.50865,1.2726,1.86808,0.40452,0.35522,0.33179,0.18351,0.16477,0.851,0.13916,1.42979,1.45255,1.30732,1.98044,0.008449,0.008449,0.008449
49,41751.3,1.48228,1.50239,1.27198,1.88154,0.40652,0.35449,0.33145,0.18371,0.16531,0.85175,0.13916,1.42935,1.4517,1.30622,1.98004,0.008416,0.008416,0.008416
50,42657.4,1.47799,1.50237,1.2674,1.85258,0.40767,0.35479,0.33195,0.184,0.16563,0.85357,0.13984,1.42882,1.45043,1.30525,1.97778,0.008383,0.008383,0.008383
51,43544.3,1.47597,1.50024,1.26656,1.84804,0.40635,0.35542,0.33223,0.18407,0.16713,0.857,0.14026,1.4283,1.44954,1.30411,1.97674,0.00835,0.00835,0.00835
52,44426.5,1.47695,1.50153,1.26772,1.85218,0.4083,0.35517,0.33289,0.18428,0.16799,0.85958,0.14087,1.42829,1.44912,1.30321,1.97615,0.008317,0.008317,0.008317
53,45238.8,1.47702,1.49922,1.26639,1.83405,0.40267,0.35685,0.33319,0.18443,0.16853,0.86194,0.14261,1.42812,1.44856,1.30242,1.97486,0.008284,0.008284,0.008284
54,46126.6,1.47537,1.4953,1.26505,1.82157,0.40245,0.35771,0.33428,0.18488,0.16799,0.86451,0.14178,1.42814,1.44745,1.30187,1.97353,0.008251,0.008251,0.008251
55,46945.6,1.4724,1.4869,1.26338,1.83231,0.40424,0.35813,0.33452,0.18523,0.16681,0.86687,0.14052,1.42786,1.4465,1.30093,1.97221,0.008218,0.008218,0.008218
56,47811.9,1.46678,1.48173,1.25677,1.82499,0.40632,0.35838,0.33516,0.18575,0.16692,0.8687,0.14085,1.42699,1.44578,1.29961,1.97175,0.008185,0.008185,0.008185
57,48663.8,1.46972,1.48269,1.25786,1.81175,0.40651,0.35922,0.33591,0.18597,0.16735,0.86805,0.14098,1.42654,1.44511,1.29866,1.97165,0.008152,0.008152,0.008152
58,49512.2,1.46832,1.4844,1.256,1.7993,0.40681,0.35891,0.3362,0.18616,0.16885,0.87116,0.14249,1.42618,1.44422,1.29775,1.96816,0.008119,0.008119,0.008119
59,50373.5,1.46831,1.47918,1.2508,1.79696,0.40655,0.35853,0.33635,0.18639,0.16896,0.87234,0.14305,1.42548,1.44324,1.2966,1.96696,0.008086,0.008086,0.008086
60,51260.9,1.46447,1.47752,1.25001,1.80228,0.40736,0.35822,0.3371,0.18683,0.17132,0.87385,0.1456,1.42487,1.44233,1.29557,1.96551,0.008053,0.008053,0.008053
61,52144.7,1.46617,1.47174,1.24801,1.78093,0.4083,0.35971,0.33782,0.18709,0.17099,0.87621,0.1452,1.42438,1.44157,1.29458,1.96565,0.00802,0.00802,0.00802
62,53054.7,1.4603,1.46877,1.24499,1.79018,0.41087,0.35861,0.33791,0.18732,0.17056,0.87674,0.14465,1.42421,1.44108,1.29379,1.96427,0.007987,0.007987,0.007987
63,53875.5,1.46505,1.46865,1.24277,1.76839,0.41103,0.35997,0.3387,0.18784,0.17099,0.87728,0.14531,1.42369,1.44069,1.29248,1.96628,0.007954,0.007954,0.007954
64,54706.3,1.46206,1.47069,1.24133,1.78472,0.41274,0.36033,0.33883,0.18813,0.17153,0.87642,0.14523,1.42329,1.44021,1.29141,1.96969,0.007921,0.007921,0.007921
65,55563.2,1.4624,1.46164,1.23833,1.76694,0.41431,0.36032,0.33963,0.1887,0.17314,0.87642,0.14762,1.42294,1.43936,1.29043,1.97069,0.007888,0.007888,0.007888
66,56415.4,1.45936,1.454,1.2384,1.78534,0.41273,0.36087,0.34043,0.1892,0.17528,0.87782,0.14909,1.42291,1.43875,1.28968,1.97157,0.007855,0.007855,0.007855
67,57279.9,1.46087,1.45768,1.23499,1.74415,0.4139,0.35889,0.34106,0.1895,0.17743,0.87782,0.15125,1.42254,1.43803,1.28853,1.97287,0.007822,0.007822,0.007822
