epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/classify_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),top1_acc,top5_acc,f1_score,val/box_loss,val/cls_loss,val/dfl_loss,val/classify_loss,lr/pg0,lr/pg1,lr/pg2
32,20072.7,1.54044,1.60917,1.29958,1.59683,0.3879,0.35127,0.31097,0.16992,0.42287,0.91461,0.07828,1.45979,1.49487,1.31341,1.62745,0.008977,0.008977,0.008977
33,20700.7,1.54112,1.60974,1.29767,1.59542,0.38938,0.34889,0.31211,0.17046,0.42394,0.91547,0.07824,1.45865,1.49368,1.31148,1.62695,0.008944,0.008944,0.008944
34,21327.7,1.54092,1.6074,1.2953,1.59446,0.39091,0.35067,0.31255,0.1708,0.42427,0.9159,0.07864,1.45795,1.49259,1.30996,1.62647,0.008911,0.008911,0.008911
35,21956.3,1.53469,1.60005,1.29109,1.58781,0.39287,0.35116,0.31348,0.17088,0.42512,0.91622,0.07983,1.45704,1.49207,1.30893,1.62546,0.008878,0.008878,0.008878
36,22580.6,1.53014,1.60053,1.28323,1.58443,0.39513,0.34918,0.31328,0.17133,0.4248,0.91622,0.0798,1.45604,1.49201,1.30741,1.62586,0.008845,0.008845,0.008845
37,23212.4,1.53409,1.59987,1.28403,1.58267,0.39374,0.35143,0.31464,0.17183,0.42577,0.91633,0.08033,1.45541,1.49177,1.30625,1.62591,0.008812,0.008812,0.008812
38,23842.8,1.53139,1.59839,1.27894,1.58513,0.39514,0.35031,0.31497,0.17237,0.42512,0.91643,0.0795,1.45464,1.49105,1.30501,1.62547,0.008779,0.008779,0.008779
39,24469.9,1.52804,1.5967,1.27628,1.5831,0.39758,0.35073,0.31566,0.1729,0.42405,0.9159,0.07881,1.45393,1.49044,1.30385,1.62675,0.008746,0.008746,0.008746
40,25092.3,1.52212,1.58475,1.27285,1.57797,0.39693,0.35137,0.31645,0.17323,0.42373,0.91611,0.07869,1.45365,1.48967,1.30293,1.62711,0.008713,0.008713,0.008713
41,25724,1.52657,1.587,1.27349,1.57752,0.39479,0.35106,0.31677,0.17333,0.42384,0.91579,0.07861,1.45314,1.48891,1.30185,1.62747,0.00868,0.00868,0.00868
42,26350.3,1.51767,1.57772,1.26304,1.5745,0.3975,0.35109,0.31768,0.17403,0.42276,0.91611,0.07783,1.45272,1.48822,1.30069,1.62813,0.008647,0.008647,0.008647
43,26987.2,1.52361,1.57687,1.26448,1.57059,0.39603,0.35068,0.31806,0.17421,0.42105,0.91601,0.07615,1.45243,1.48741,1.29975,1.62873,0.008614,0.008614,0.008614
44,27608.3,1.52352,1.57867,1.25944,1.56932,0.39418,0.35185,0.31872,0.1746,0.42019,0.91643,0.0763,1.4519,1.487,1.29829,1.628,0.008581,0.008581,0.008581
45,28235.1,1.51866,1.57642,1.25488,1.56722,0.39376,0.34931,0.31873,0.17504,0.41987,0.91676,0.07611,1.4513,1.48709,1.29645,1.6276,0.008548,0.008548,0.008548
