epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,197376,1.32394,1.13094,1.06397,0.47941,0.39832,0.38777,0.22435,1.27593,1.47097,1.00895,0.003829,0.003829,0.003829
189,198433,1.33006,1.13324,1.06762,0.48051,0.39883,0.3884,0.22438,1.27707,1.47279,1.00937,0.003796,0.003796,0.003796
190,199584,1.32299,1.12613,1.06397,0.48382,0.3957,0.38804,0.22415,1.27708,1.47679,1.00937,0.003763,0.003763,0.003763
191,200760,1.3214,1.12199,1.06278,0.48706,0.39436,0.38805,0.22408,1.27784,1.47509,1.00967,0.00373,0.00373,0.00373
192,201823,1.32162,1.12175,1.06321,0.48633,0.39577,0.38763,0.22428,1.27761,1.4771,1.00975,0.003697,0.003697,0.003697
193,202985,1.32148,1.11766,1.06255,0.48738,0.39412,0.388,0.22408,1.27781,1.47603,1.00963,0.003664,0.003664,0.003664
194,204202,1.32148,1.11581,1.06199,0.48775,0.39342,0.38862,0.22434,1.27819,1.46674,1.0098,0.003631,0.003631,0.003631
195,205455,1.31978,1.11201,1.06224,0.48709,0.39415,0.38949,0.22473,1.27897,1.46406,1.01005,0.003598,0.003598,0.003598
196,206657,1.31688,1.11198,1.06269,0.49145,0.39242,0.38908,0.2246,1.27956,1.458,1.01062,0.003565,0.003565,0.003565
197,207832,1.31756,1.10575,1.06035,0.49274,0.39219,0.38929,0.22439,1.2798,1.45425,1.01073,0.003532,0.003532,0.003532
198,209030,1.31214,1.10158,1.05957,0.48906,0.39188,0.38893,0.22431,1.28045,1.4532,1.0109,0.003499,0.003499,0.003499
199,210284,1.31525,1.10655,1.06115,0.48773,0.39333,0.38914,0.22427,1.2805,1.45068,1.01079,0.003466,0.003466,0.003466
200,211464,1.31316,1.10218,1.05912,0.48838,0.39154,0.38901,0.22431,1.2809,1.44918,1.01105,0.003433,0.003433,0.003433
201,212704,1.31228,1.09914,1.05861,0.49359,0.38946,0.38921,0.22426,1.28095,1.44614,1.01087,0.0034,0.0034,0.0034
202,213984,1.30823,1.09292,1.05723,0.4997,0.3848,0.38873,0.22416,1.28163,1.44427,1.01107,0.003367,0.003367,0.003367
203,215157,1.30879,1.09104,1.05789,0.49662,0.38667,0.38896,0.22411,1.28227,1.44353,1.01118,0.003334,0.003334,0.003334
204,216404,1.30556,1.08999,1.0567,0.49665,0.38607,0.38869,0.22358,1.28316,1.44193,1.01142,0.003301,0.003301,0.003301
205,217510,1.30369,1.09301,1.05585,0.49547,0.38658,0.38885,0.22381,1.28327,1.43454,1.01132,0.003268,0.003268,0.003268
206,218685,1.30391,1.08338,1.05557,0.49667,0.38632,0.38921,0.22394,1.28347,1.43719,1.0115,0.003235,0.003235,0.003235
207,219855,1.30156,1.0854,1.05306,0.47613,0.39698,0.38968,0.22425,1.28385,1.42846,1.01162,0.003202,0.003202,0.003202
208,221050,1.2969,1.07881,1.05293,0.48041,0.3941,0.38919,0.22437,1.28457,1.42688,1.01183,0.003169,0.003169,0.003169
209,222164,1.29834,1.07986,1.05386,0.48163,0.39447,0.38879,0.22426,1.28524,1.424,1.01177,0.003136,0.003136,0.003136
210,223351,1.29671,1.0735,1.05216,0.4828,0.39449,0.38894,0.22421,1.28517,1.42432,1.01177,0.003103,0.003103,0.003103
211,224555,1.29882,1.07314,1.05138,0.49194,0.39131,0.38865,0.22432,1.28555,1.42283,1.01194,0.00307,0.00307,0.00307
212,225818,1.29525,1.06911,1.05265,0.49173,0.39189,0.38892,0.22388,1.28603,1.42039,1.01208,0.003037,0.003037,0.003037
213,226833,1.29646,1.07443,1.05266,0.48966,0.39217,0.38869,0.22368,1.28648,1.42047,1.01244,0.003004,0.003004,0.003004
214,227874,1.29048,1.06336,1.04823,0.49237,0.3933,0.38858,0.22357,1.28741,1.41544,1.01281,0.002971,0.002971,0.002971
215,228917,1.29797,1.06811,1.05206,0.48578,0.39513,0.38843,0.22352,1.28809,1.41646,1.01311,0.002938,0.002938,0.002938
216,229971,1.29307,1.06221,1.04908,0.48769,0.39452,0.38874,0.22359,1.28804,1.41489,1.01307,0.002905,0.002905,0.002905
217,231008,1.29272,1.06511,1.04964,0.48841,0.39421,0.38864,0.22334,1.28898,1.41451,1.01338,0.002872,0.002872,0.002872
218,232101,1.28645,1.05383,1.0476,0.48918,0.39354,0.38868,0.22329,1.28912,1.41209,1.01365,0.002839,0.002839,0.002839
219,233185,1.289,1.05639,1.04782,0.48827,0.39387,0.38885,0.22319,1.28976,1.40412,1.01387,0.002806,0.002806,0.002806
220,234250,1.28494,1.05264,1.04813,0.48679,0.39393,0.38887,0.22328,1.29002,1.40011,1.01401,0.002773,0.002773,0.002773
221,235354,1.28851,1.05247,1.04736,0.48624,0.39451,0.38902,0.22337,1.29042,1.40012,1.0139,0.00274,0.00274,0.00274
222,236407,1.28414,1.04794,1.04573,0.48927,0.39301,0.38954,0.22358,1.29102,1.39613,1.0142,0.002707,0.002707,0.002707
223,237449,1.2811,1.04548,1.04579,0.48613,0.396,0.39015,0.22378,1.29142,1.39543,1.01447,0.002674,0.002674,0.002674
224,238528,1.27827,1.03945,1.04418,0.48434,0.39533,0.39014,0.22409,1.29145,1.3973,1.0142,0.002641,0.002641,0.002641
225,239584,1.27782,1.03933,1.04596,0.49282,0.39366,0.39044,0.22403,1.29146,1.39895,1.01435,0.002608,0.002608,0.002608
226,240587,1.27891,1.04041,1.04516,0.48936,0.39544,0.39072,0.22393,1.29194,1.39899,1.01467,0.002575,0.002575,0.002575
227,241670,1.27451,1.03266,1.04211,0.48879,0.39568,0.39053,0.2236,1.29177,1.40084,1.01487,0.002542,0.002542,0.002542
228,242721,1.27454,1.03086,1.04266,0.49187,0.39488,0.39044,0.2237,1.29173,1.40175,1.01504,0.002509,0.002509,0.002509
229,243810,1.27004,1.02546,1.04089,0.49585,0.39366,0.39066,0.22381,1.29233,1.40198,1.01533,0.002476,0.002476,0.002476
230,244949,1.27311,1.02641,1.04192,0.49773,0.39257,0.39039,0.22371,1.29238,1.40471,1.01548,0.002443,0.002443,0.002443
231,246155,1.26909,1.02203,1.04065,0.49269,0.39543,0.39017,0.22351,1.29274,1.40513,1.01569,0.00241,0.00241,0.00241
232,247213,1.26811,1.01879,1.03992,0.49271,0.39553,0.39056,0.22353,1.2928,1.40287,1.01603,0.002377,0.002377,0.002377
233,248276,1.26794,1.01845,1.03955,0.49382,0.39598,0.39,0.22337,1.29377,1.40176,1.01639,0.002344,0.002344,0.002344
234,249320,1.26504,1.01597,1.04031,0.49042,0.39821,0.39077,0.22335,1.29421,1.39633,1.01671,0.002311,0.002311,0.002311
235,250386,1.26017,1.01108,1.03709,0.49625,0.39504,0.39095,0.223,1.29507,1.39999,1.01704,0.002278,0.002278,0.002278
236,251483,1.26416,1.01382,1.03774,0.49457,0.39762,0.39093,0.22301,1.29545,1.39978,1.01736,0.002245,0.002245,0.002245
237,252578,1.26028,1.00917,1.03697,0.49622,0.39561,0.39089,0.22292,1.29579,1.40039,1.01768,0.002212,0.002212,0.002212
238,253719,1.2559,1.00508,1.03532,0.49279,0.39697,0.39091,0.22312,1.29599,1.40689,1.01805,0.002179,0.002179,0.002179
239,254819,1.25246,1.00174,1.03386,0.49837,0.39531,0.39121,0.22312,1.29655,1.40714,1.01831,0.002146,0.002146,0.002146
240,255897,1.25322,0.99591,1.03407,0.49806,0.39408,0.39063,0.22297,1.29711,1.40588,1.01853,0.002113,0.002113,0.002113
241,257036,1.25166,0.99263,1.03234,0.49831,0.39375,0.39111,0.22298,1.29805,1.4076,1.01866,0.00208,0.00208,0.00208
242,258085,1.25164,0.99514,1.03221,0.50143,0.39225,0.3907,0.22291,1.29861,1.41113,1.0188,0.002047,0.002047,0.002047
243,259185,1.24902,0.98982,1.03169,0.50107,0.39238,0.39024,0.22279,1.29842,1.41236,1.01873,0.002014,0.002014,0.002014
244,260164,1.24919,0.98856,1.03291,0.49694,0.39381,0.38955,0.22235,1.29902,1.40732,1.01888,0.001981,0.001981,0.001981
245,261269,1.24177,0.97991,1.02912,0.49155,0.39528,0.38929,0.22227,1.29949,1.40298,1.01932,0.001948,0.001948,0.001948
246,262379,1.24457,0.97679,1.0301,0.49081,0.39662,0.38919,0.22235,1.30085,1.40133,1.01984,0.001915,0.001915,0.001915
247,263470,1.23689,0.97934,1.0283,0.49095,0.39596,0.38842,0.22188,1.30169,1.40018,1.02015,0.001882,0.001882,0.001882
248,264529,1.2372,0.97316,1.02862,0.49176,0.39563,0.38876,0.22202,1.30234,1.40136,1.02044,0.001849,0.001849,0.001849
249,265553,1.24058,0.9793,1.02982,0.48938,0.39583,0.38793,0.22183,1.30269,1.40443,1.02072,0.001816,0.001816,0.001816
250,266586,1.23822,0.96905,1.02856,0.49004,0.39682,0.38763,0.22165,1.30335,1.40645,1.02081,0.001783,0.001783,0.001783
251,267583,1.23278,0.96776,1.02617,0.48952,0.39622,0.38783,0.22176,1.30384,1.40703,1.02099,0.00175,0.00175,0.00175
252,268632,1.22957,0.96275,1.02451,0.49466,0.39277,0.3878,0.22165,1.30496,1.41005,1.02111,0.001717,0.001717,0.001717
253,269648,1.23285,0.9615,1.02526,0.49482,0.39206,0.38766,0.22177,1.3059,1.40695,1.0214,0.001684,0.001684,0.001684
254,270616,1.22464,0.95508,1.02372,0.49726,0.39146,0.38751,0.22149,1.30714,1.41025,1.02181,0.001651,0.001651,0.001651
255,271623,1.22669,0.95404,1.02402,0.49304,0.39344,0.38783,0.22145,1.30794,1.41182,1.02207,0.001618,0.001618,0.001618
256,272575,1.22079,0.95128,1.02171,0.4915,0.39629,0.38737,0.22142,1.30878,1.41101,1.02253,0.001585,0.001585,0.001585
257,273505,1.22058,0.94569,1.02078,0.49058,0.39547,0.38658,0.22133,1.31006,1.40968,1.02296,0.001552,0.001552,0.001552
258,274446,1.22007,0.94337,1.02041,0.49565,0.39466,0.38648,0.22108,1.31214,1.40818,1.0237,0.001519,0.001519,0.001519
259,275401,1.21736,0.93477,1.01871,0.49136,0.3948,0.38651,0.22097,1.31327,1.40602,1.0242,0.001486,0.001486,0.001486
260,276363,1.21695,0.93797,1.01883,0.49002,0.3953,0.38704,0.22109,1.31382,1.40721,1.02454,0.001453,0.001453,0.001453
261,277339,1.21198,0.93173,1.01865,0.49185,0.39363,0.38701,0.22106,1.31503,1.40668,1.02488,0.00142,0.00142,0.00142
262,278308,1.2107,0.93263,1.01737,0.49229,0.39348,0.38722,0.22123,1.31617,1.40518,1.02556,0.001387,0.001387,0.001387
263,279272,1.20612,0.92481,1.0156,0.4939,0.39386,0.3871,0.22103,1.31673,1.40531,1.02593,0.001354,0.001354,0.001354
264,280123,1.20721,0.921,1.01578,0.49379,0.3951,0.38752,0.22062,1.31729,1.40689,1.02656,0.001321,0.001321,0.001321
265,281058,1.20405,0.92067,1.01546,0.49365,0.39606,0.38759,0.22059,1.31769,1.40571,1.02675,0.001288,0.001288,0.001288
266,281944,1.20133,0.91911,1.01434,0.49977,0.39492,0.38763,0.22036,1.31861,1.40648,1.0272,0.001255,0.001255,0.001255
267,282788,1.19959,0.91041,1.01193,0.50414,0.39151,0.38711,0.22,1.31963,1.41017,1.0277,0.001222,0.001222,0.001222
268,283642,1.19503,0.90783,1.01124,0.50096,0.39443,0.38751,0.21997,1.32034,1.40837,1.02819,0.001189,0.001189,0.001189
269,284482,1.19483,0.90868,1.01112,0.49725,0.3953,0.38753,0.22003,1.32113,1.40689,1.0286,0.001156,0.001156,0.001156
270,285313,1.19439,0.90599,1.01169,0.49685,0.39613,0.38723,0.21955,1.32244,1.40482,1.02909,0.001123,0.001123,0.001123
271,286145,1.19226,0.90023,1.01033,0.5004,0.39346,0.38701,0.21927,1.32345,1.40454,1.02951,0.00109,0.00109,0.00109
272,286988,1.18854,0.90085,1.01067,0.49962,0.39304,0.38671,0.21909,1.32437,1.40297,1.03016,0.001057,0.001057,0.001057
273,287811,1.18294,0.88964,1.00828,0.51047,0.38637,0.38619,0.21866,1.32545,1.40294,1.03074,0.001024,0.001024,0.001024
274,288678,1.18338,0.88746,1.00806,0.5111,0.38579,0.38534,0.2182,1.3265,1.40513,1.03123,0.000991,0.000991,0.000991
275,289527,1.18033,0.88603,1.00735,0.51109,0.38548,0.38507,0.21819,1.32757,1.40652,1.03168,0.000958,0.000958,0.000958
276,290367,1.1791,0.88034,1.00595,0.50989,0.38733,0.38495,0.21786,1.32908,1.40776,1.03229,0.000925,0.000925,0.000925
277,291209,1.17873,0.88091,1.00524,0.51033,0.38753,0.3848,0.21768,1.33025,1.41204,1.03278,0.000892,0.000892,0.000892
278,292031,1.17473,0.87441,1.0033,0.51327,0.38484,0.38392,0.21723,1.33122,1.4154,1.03295,0.000859,0.000859,0.000859
279,292853,1.17145,0.87012,1.00174,0.51304,0.38433,0.38365,0.21735,1.33231,1.41772,1.03343,0.000826,0.000826,0.000826
280,293703,1.16398,0.86562,1.00152,0.51408,0.38247,0.38329,0.21708,1.33353,1.42282,1.03426,0.000793,0.000793,0.000793
281,294517,1.16548,0.86308,0.99958,0.51043,0.38395,0.38263,0.21667,1.33439,1.4249,1.0346,0.00076,0.00076,0.00076
282,295344,1.16271,0.85834,0.99909,0.51505,0.38084,0.38247,0.21657,1.3352,1.42813,1.03523,0.000727,0.000727,0.000727
283,296202,1.16165,0.85851,0.99961,0.51421,0.38051,0.38204,0.21628,1.33627,1.42994,1.0358,0.000694,0.000694,0.000694
284,297026,1.15698,0.85315,0.99728,0.5108,0.38243,0.38179,0.21602,1.33756,1.43359,1.03658,0.000661,0.000661,0.000661
285,297855,1.15312,0.84737,0.99648,0.50606,0.38424,0.3809,0.21586,1.33948,1.43435,1.03745,0.000628,0.000628,0.000628
286,298717,1.14996,0.84058,0.99445,0.49958,0.3872,0.38122,0.21566,1.34061,1.43549,1.03825,0.000595,0.000595,0.000595
287,299540,1.15021,0.84213,0.99383,0.4981,0.38762,0.38099,0.21569,1.34118,1.44061,1.03884,0.000562,0.000562,0.000562
288,300379,1.14414,0.83329,0.993,0.4941,0.3885,0.38071,0.21543,1.34242,1.44638,1.03985,0.000529,0.000529,0.000529
289,301245,1.14403,0.83303,0.99313,0.49371,0.38961,0.38011,0.21518,1.34343,1.44941,1.04037,0.000496,0.000496,0.000496
290,302073,1.13605,0.82475,0.9901,0.49471,0.38857,0.37968,0.21499,1.34475,1.45795,1.0412,0.000463,0.000463,0.000463
291,302892,1.09433,0.73111,0.97784,0.49298,0.38882,0.37935,0.21481,1.34619,1.4554,1.04222,0.00043,0.00043,0.00043
292,303651,1.08079,0.71446,0.97263,0.49242,0.39144,0.37913,0.21439,1.34851,1.45851,1.04347,0.000397,0.000397,0.000397
293,304340,1.07378,0.70379,0.97053,0.4939,0.3893,0.37863,0.21395,1.35014,1.46335,1.04476,0.000364,0.000364,0.000364
294,305022,1.06672,0.69802,0.96686,0.49762,0.3868,0.37841,0.21374,1.35229,1.47066,1.04605,0.000331,0.000331,0.000331
295,305703,1.06175,0.68958,0.96532,0.49394,0.38983,0.37854,0.21361,1.35424,1.47438,1.04749,0.000298,0.000298,0.000298
