epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,199816,1.33134,1.13564,1.06925,0.39342,0.25934,0.24348,0.15148,1.27823,1.46053,1.01255,0.003796,0.003796,0.003796
190,200977,1.32407,1.13033,1.06561,0.39167,0.25877,0.24304,0.15141,1.27802,1.45666,1.01236,0.003763,0.003763,0.003763
191,202198,1.3239,1.12822,1.06579,0.38856,0.25986,0.24066,0.15163,1.27816,1.45323,1.01245,0.00373,0.00373,0.00373
192,203448,1.32378,1.12609,1.06479,0.3856,0.26065,0.23906,0.15124,1.27892,1.45419,1.01259,0.003697,0.003697,0.003697
193,204654,1.32591,1.12175,1.06641,0.38644,0.26003,0.23865,0.15078,1.27958,1.4535,1.01297,0.003664,0.003664,0.003664
194,205825,1.32184,1.12036,1.06402,0.38323,0.25938,0.23959,0.15085,1.27992,1.44433,1.01303,0.003631,0.003631,0.003631
195,207022,1.32075,1.11312,1.06412,0.3842,0.2568,0.23927,0.1513,1.28015,1.44066,1.01299,0.003598,0.003598,0.003598
196,208282,1.31836,1.11262,1.06312,0.38889,0.25522,0.23822,0.15092,1.28108,1.43315,1.01325,0.003565,0.003565,0.003565
197,209459,1.31696,1.11149,1.06057,0.33352,0.25564,0.23815,0.15059,1.28102,1.42664,1.01338,0.003532,0.003532,0.003532
198,210712,1.31195,1.10937,1.05941,0.41412,0.24079,0.23811,0.15024,1.2814,1.42168,1.01353,0.003499,0.003499,0.003499
199,211977,1.31689,1.11044,1.06228,0.33627,0.25179,0.23868,0.15017,1.28204,1.42429,1.01367,0.003466,0.003466,0.003466
200,213150,1.31357,1.10683,1.06102,0.33894,0.2495,0.23947,0.15109,1.28235,1.43207,1.01409,0.003433,0.003433,0.003433
201,214397,1.31483,1.10389,1.05978,0.33014,0.25138,0.23936,0.15085,1.28266,1.43572,1.01416,0.0034,0.0034,0.0034
202,215503,1.30771,1.0991,1.05927,0.32685,0.25988,0.23867,0.15067,1.28315,1.43359,1.01452,0.003367,0.003367,0.003367
203,216676,1.30876,1.09654,1.05812,0.32978,0.25751,0.23829,0.15043,1.2837,1.43209,1.01475,0.003334,0.003334,0.003334
204,217849,1.30614,1.09588,1.05887,0.27418,0.2618,0.23832,0.15051,1.28377,1.42886,1.01495,0.003301,0.003301,0.003301
205,219046,1.30453,1.09967,1.05765,0.38357,0.26004,0.23848,0.15076,1.28427,1.42621,1.01529,0.003268,0.003268,0.003268
206,220157,1.30234,1.09095,1.05596,0.38018,0.26082,0.23841,0.15044,1.28454,1.43293,1.01559,0.003235,0.003235,0.003235
207,221345,1.30419,1.08987,1.05589,0.38071,0.26054,0.2385,0.15047,1.28479,1.43152,1.01595,0.003202,0.003202,0.003202
208,222547,1.2999,1.08672,1.05481,0.38274,0.26113,0.23866,0.15069,1.28547,1.4311,1.01647,0.003169,0.003169,0.003169
209,223811,1.29867,1.08714,1.05524,0.33289,0.26255,0.23845,0.15099,1.28571,1.42707,1.01627,0.003136,0.003136,0.003136
210,224822,1.29954,1.0804,1.05377,0.3818,0.26286,0.23838,0.15078,1.28603,1.4268,1.01651,0.003103,0.003103,0.003103
211,225866,1.30031,1.07898,1.05364,0.38329,0.25841,0.23807,0.15045,1.28622,1.42357,1.01674,0.00307,0.00307,0.00307
212,226909,1.29636,1.07431,1.05408,0.3924,0.25248,0.23782,0.15046,1.28657,1.42512,1.01681,0.003037,0.003037,0.003037
213,227964,1.29828,1.07957,1.05517,0.33435,0.25918,0.23784,0.14989,1.28651,1.42315,1.01685,0.003004,0.003004,0.003004
214,229005,1.29205,1.06922,1.05105,0.33579,0.25911,0.2382,0.14975,1.2874,1.41931,1.01705,0.002971,0.002971,0.002971
215,230100,1.29808,1.07284,1.0538,0.40336,0.24963,0.23835,0.1503,1.28714,1.42037,1.017,0.002938,0.002938,0.002938
216,231179,1.29373,1.06632,1.0503,0.35115,0.24792,0.23939,0.15032,1.28789,1.41371,1.01713,0.002905,0.002905,0.002905
217,232244,1.29211,1.07246,1.05072,0.34238,0.25527,0.23951,0.15001,1.2878,1.4111,1.01706,0.002872,0.002872,0.002872
218,233347,1.2859,1.06106,1.0477,0.34139,0.25468,0.24005,0.15052,1.28761,1.41199,1.01692,0.002839,0.002839,0.002839
219,234402,1.28972,1.06036,1.04796,0.34548,0.25404,0.23991,0.15031,1.28836,1.41147,1.01698,0.002806,0.002806,0.002806
220,235441,1.28663,1.05718,1.0493,0.34531,0.25418,0.23997,0.15053,1.28845,1.41451,1.01692,0.002773,0.002773,0.002773
221,236522,1.28851,1.05454,1.0494,0.34002,0.25203,0.23957,0.15049,1.28829,1.41355,1.01673,0.00274,0.00274,0.00274
222,237582,1.28516,1.0536,1.04798,0.33769,0.25231,0.23994,0.15052,1.28828,1.41089,1.01682,0.002707,0.002707,0.002707
223,238580,1.28307,1.05167,1.04749,0.33977,0.25445,0.2394,0.15042,1.2886,1.41458,1.017,0.002674,0.002674,0.002674
224,239663,1.27766,1.04517,1.04573,0.33743,0.25546,0.23876,0.14987,1.28815,1.41372,1.017,0.002641,0.002641,0.002641
225,240715,1.27721,1.04568,1.04694,0.33785,0.25649,0.23939,0.15018,1.28797,1.41451,1.01706,0.002608,0.002608,0.002608
226,241808,1.28058,1.0441,1.04688,0.33993,0.25931,0.23945,0.15009,1.28894,1.41437,1.01735,0.002575,0.002575,0.002575
227,242944,1.27393,1.03695,1.04364,0.34343,0.26134,0.23959,0.14996,1.28929,1.41116,1.01756,0.002542,0.002542,0.002542
228,244148,1.2754,1.03533,1.04498,0.34235,0.25821,0.23961,0.15007,1.29014,1.41038,1.01795,0.002509,0.002509,0.002509
229,245208,1.26924,1.02959,1.04247,0.34493,0.26015,0.23987,0.15012,1.29062,1.40863,1.01795,0.002476,0.002476,0.002476
230,246274,1.27284,1.02839,1.04326,0.34358,0.2578,0.2399,0.14995,1.29129,1.40894,1.01804,0.002443,0.002443,0.002443
231,247314,1.27019,1.02914,1.04206,0.34648,0.25641,0.23969,0.14955,1.29182,1.40748,1.01816,0.00241,0.00241,0.00241
232,248381,1.26768,1.02401,1.04195,0.34886,0.25267,0.24011,0.14976,1.29225,1.40753,1.01856,0.002377,0.002377,0.002377
233,249476,1.26685,1.02399,1.04054,0.35032,0.2528,0.23993,0.14986,1.29318,1.40998,1.01895,0.002344,0.002344,0.002344
234,250570,1.2653,1.02055,1.04047,0.35313,0.25416,0.24109,0.15054,1.29372,1.41468,1.01898,0.002311,0.002311,0.002311
235,251713,1.25979,1.01577,1.03739,0.35036,0.25528,0.24218,0.15049,1.29448,1.41808,1.01895,0.002278,0.002278,0.002278
236,252825,1.26339,1.01762,1.03906,0.34897,0.25752,0.23851,0.14721,1.2952,1.41575,1.01929,0.002245,0.002245,0.002245
237,253891,1.26041,1.01137,1.03807,0.34621,0.25671,0.23816,0.1467,1.29566,1.40939,1.01938,0.002212,0.002212,0.002212
238,255030,1.25858,1.00767,1.03712,0.3486,0.25621,0.23787,0.1467,1.29608,1.41285,1.01968,0.002179,0.002179,0.002179
239,256080,1.2542,1.0052,1.03627,0.35191,0.2553,0.23771,0.14671,1.29657,1.40766,1.01975,0.002146,0.002146,0.002146
240,257180,1.25467,0.9973,1.03582,0.35021,0.25345,0.23764,0.14666,1.29691,1.39919,1.02011,0.002113,0.002113,0.002113
241,258165,1.25084,0.99702,1.03429,0.34877,0.254,0.23625,0.14646,1.29722,1.3965,1.02019,0.00208,0.00208,0.00208
242,259282,1.25578,0.99839,1.03456,0.34468,0.25557,0.23528,0.14629,1.29742,1.39759,1.02015,0.002047,0.002047,0.002047
243,260401,1.24846,0.99082,1.03365,0.3455,0.25546,0.23578,0.14613,1.29761,1.3961,1.02032,0.002014,0.002014,0.002014
244,261496,1.24937,0.99335,1.03349,0.34617,0.25734,0.23544,0.14559,1.29832,1.3983,1.02064,0.001981,0.001981,0.001981
245,262549,1.24075,0.9838,1.0308,0.3426,0.2575,0.23563,0.14579,1.29847,1.39954,1.02061,0.001948,0.001948,0.001948
246,263580,1.24159,0.98227,1.03004,0.34669,0.25729,0.23448,0.14561,1.29919,1.40128,1.02065,0.001915,0.001915,0.001915
247,264611,1.23577,0.98165,1.02914,0.34895,0.2547,0.23588,0.14593,1.29909,1.40277,1.02089,0.001882,0.001882,0.001882
248,265602,1.23661,0.97817,1.02916,0.35752,0.25066,0.23595,0.14602,1.29961,1.40488,1.02094,0.001849,0.001849,0.001849
249,266668,1.23965,0.98381,1.0304,0.34458,0.25907,0.23551,0.14583,1.30014,1.40233,1.02126,0.001816,0.001816,0.001816
250,267691,1.23611,0.97195,1.02995,0.34727,0.25109,0.23453,0.14559,1.30085,1.40025,1.02176,0.001783,0.001783,0.001783
251,268669,1.23238,0.97019,1.02758,0.35343,0.2506,0.23455,0.14567,1.30144,1.40508,1.0219,0.00175,0.00175,0.00175
252,269667,1.23094,0.96529,1.02604,0.36034,0.2476,0.23408,0.1442,1.3023,1.40678,1.02241,0.001717,0.001717,0.001717
253,270626,1.23171,0.96494,1.02535,0.35862,0.25128,0.23512,0.1442,1.3028,1.40785,1.02266,0.001684,0.001684,0.001684
254,271562,1.22394,0.96041,1.02432,0.35861,0.25103,0.23578,0.14415,1.30395,1.41081,1.02307,0.001651,0.001651,0.001651
255,272504,1.22686,0.95254,1.02553,0.36323,0.2472,0.23618,0.1441,1.30497,1.40866,1.02376,0.001618,0.001618,0.001618
256,273456,1.22114,0.95446,1.02291,0.368,0.24571,0.23632,0.14402,1.30632,1.40842,1.02421,0.001585,0.001585,0.001585
257,274434,1.21935,0.94911,1.02192,0.37544,0.24331,0.23592,0.14397,1.30738,1.41097,1.02461,0.001552,0.001552,0.001552
258,275409,1.22222,0.94986,1.02236,0.38708,0.24235,0.23666,0.14416,1.30777,1.41184,1.02501,0.001519,0.001519,0.001519
259,276379,1.21862,0.93897,1.0205,0.40031,0.23923,0.23727,0.14309,1.3085,1.41858,1.02529,0.001486,0.001486,0.001486
260,277350,1.21622,0.94118,1.02039,0.41099,0.23515,0.23679,0.14288,1.30933,1.41859,1.02569,0.001453,0.001453,0.001453
261,278202,1.21029,0.93458,1.02056,0.42023,0.23459,0.23718,0.14316,1.31043,1.41653,1.02635,0.00142,0.00142,0.00142
262,279143,1.20975,0.93548,1.01946,0.40606,0.2369,0.23744,0.14312,1.31091,1.42175,1.02658,0.001387,0.001387,0.001387
263,280022,1.20596,0.92644,1.01766,0.40273,0.23819,0.23713,0.14316,1.31186,1.42613,1.02716,0.001354,0.001354,0.001354
264,280867,1.20562,0.92551,1.01706,0.39652,0.23941,0.23678,0.14317,1.3125,1.42527,1.02757,0.001321,0.001321,0.001321
265,281724,1.20534,0.92364,1.0179,0.39061,0.24237,0.23694,0.1442,1.31295,1.42611,1.02799,0.001288,0.001288,0.001288
266,282551,1.20001,0.92149,1.01544,0.38812,0.24524,0.23659,0.14416,1.31346,1.42321,1.02836,0.001255,0.001255,0.001255
267,283404,1.19839,0.91429,1.01309,0.40554,0.24016,0.24107,0.14672,1.31425,1.42349,1.02886,0.001222,0.001222,0.001222
268,284235,1.19446,0.91201,1.01375,0.40007,0.24255,0.24074,0.14626,1.31488,1.42245,1.02934,0.001189,0.001189,0.001189
269,285076,1.19464,0.91492,1.01318,0.38877,0.24559,0.24063,0.14635,1.31596,1.42371,1.03012,0.001156,0.001156,0.001156
270,285904,1.1944,0.90717,1.01324,0.39193,0.24629,0.24048,0.14629,1.3167,1.42634,1.03057,0.001123,0.001123,0.001123
271,286779,1.19049,0.90429,1.00994,0.39489,0.24545,0.23996,0.14614,1.31748,1.43092,1.03094,0.00109,0.00109,0.00109
272,287627,1.18743,0.9024,1.01124,0.39982,0.24447,0.23994,0.14621,1.3183,1.4357,1.03163,0.001057,0.001057,0.001057
273,288475,1.1827,0.89458,1.00912,0.4024,0.24404,0.23981,0.14601,1.31926,1.43804,1.03218,0.001024,0.001024,0.001024
274,289328,1.18141,0.89002,1.00952,0.40099,0.24342,0.23982,0.14579,1.32146,1.44438,1.03308,0.000991,0.000991,0.000991
275,290148,1.17835,0.88913,1.00801,0.39399,0.24493,0.23932,0.14559,1.32261,1.44899,1.03365,0.000958,0.000958,0.000958
276,290984,1.18034,0.8839,1.00747,0.39987,0.24297,0.23955,0.14538,1.32414,1.44731,1.03434,0.000925,0.000925,0.000925
277,291832,1.17965,0.88446,1.00814,0.39599,0.24239,0.23619,0.14544,1.32537,1.44957,1.03511,0.000892,0.000892,0.000892
278,292654,1.17445,0.8752,1.00534,0.38736,0.24356,0.23636,0.14388,1.32667,1.45222,1.0359,0.000859,0.000859,0.000859
279,293484,1.17018,0.87322,1.00323,0.38368,0.24505,0.23611,0.14356,1.32789,1.45348,1.0363,0.000826,0.000826,0.000826
280,294342,1.16304,0.87017,1.00306,0.38442,0.24428,0.23583,0.14214,1.32901,1.45609,1.03681,0.000793,0.000793,0.000793
281,295161,1.16709,0.86724,1.00144,0.39257,0.24101,0.23526,0.14201,1.33037,1.46204,1.03757,0.00076,0.00076,0.00076
282,295990,1.16094,0.85952,1.00014,0.40247,0.23638,0.23501,0.14199,1.33199,1.46108,1.03847,0.000727,0.000727,0.000727
283,296845,1.16262,0.86086,1.00113,0.39361,0.23822,0.23232,0.14043,1.33361,1.4646,1.03919,0.000694,0.000694,0.000694
284,297669,1.15791,0.85539,0.99882,0.40689,0.23408,0.23143,0.1392,1.33505,1.4643,1.04015,0.000661,0.000661,0.000661
285,298499,1.1527,0.84994,0.99824,0.40491,0.23503,0.23156,0.139,1.33646,1.4663,1.04109,0.000628,0.000628,0.000628
286,299370,1.14918,0.84273,0.99628,0.40595,0.23279,0.23141,0.13859,1.33826,1.46823,1.04212,0.000595,0.000595,0.000595
287,300201,1.14877,0.8427,0.99526,0.38807,0.24049,0.23018,0.13738,1.33931,1.47305,1.04286,0.000562,0.000562,0.000562
288,301002,1.14646,0.8348,0.99558,0.38939,0.2406,0.23,0.13715,1.34066,1.47352,1.04376,0.000529,0.000529,0.000529
