epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/classify_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),top1_acc,top5_acc,f1_score,val/box_loss,val/cls_loss,val/dfl_loss,val/classify_loss,lr/pg0,lr/pg1,lr/pg2
86,53875.2,1.44471,1.41728,1.20642,1.73147,0.40786,0.37113,0.34204,0.19056,0.19964,0.86913,0.16949,1.41984,1.45055,1.257,2.00043,0.007195,0.007195,0.007195
87,54502.8,1.44376,1.40785,1.20409,1.71472,0.40877,0.37278,0.34311,0.19109,0.20028,0.86859,0.16962,1.41973,1.4497,1.25578,2.00015,0.007162,0.007162,0.007162
88,55132.7,1.44856,1.41377,1.20513,1.72742,0.4128,0.37253,0.34481,0.19153,0.20114,0.8672,0.17088,1.41959,1.44918,1.25461,1.99996,0.007129,0.007129,0.007129
89,55757.4,1.44103,1.409,1.20324,1.73033,0.41407,0.37456,0.34552,0.19194,0.20124,0.86762,0.17053,1.41946,1.44854,1.25367,1.99973,0.007096,0.007096,0.007096
90,56386.2,1.4376,1.39591,1.19656,1.71341,0.41687,0.3741,0.34612,0.19255,0.20403,0.86655,0.17262,1.41961,1.44763,1.25277,2.00159,0.007063,0.007063,0.007063
91,57007.4,1.43834,1.39656,1.20132,1.71056,0.41529,0.3739,0.34682,0.19277,0.20511,0.86805,0.17307,1.41942,1.44657,1.25205,2.00116,0.00703,0.00703,0.00703
92,57639.6,1.43498,1.3953,1.19903,1.70059,0.41737,0.37279,0.34703,0.19321,0.20661,0.86816,0.17343,1.41892,1.44627,1.25099,2.0051,0.006997,0.006997,0.006997
93,58261.1,1.43592,1.39282,1.19973,1.71647,0.41591,0.37406,0.34831,0.19382,0.20843,0.86956,0.17449,1.41872,1.44585,1.25018,2.00534,0.006964,0.006964,0.006964
94,58887.4,1.43543,1.38912,1.1979,1.72234,0.41862,0.37232,0.34842,0.19442,0.20993,0.87031,0.17639,1.41855,1.44516,1.24938,2.00412,0.006931,0.006931,0.006931
95,59507.9,1.42972,1.37604,1.19385,1.6867,0.41754,0.37552,0.34949,0.19487,0.21133,0.8717,0.17813,1.41864,1.44423,1.2487,2.00273,0.006898,0.006898,0.006898
96,60136.8,1.4309,1.38122,1.19399,1.67494,0.42271,0.37475,0.35044,0.19549,0.2138,0.87213,0.17932,1.41872,1.44327,1.24788,2.0036,0.006865,0.006865,0.006865
97,60760.4,1.42955,1.3723,1.18882,1.68827,0.42097,0.37632,0.35093,0.19585,0.21358,0.87245,0.18002,1.41838,1.44221,1.24671,2.00424,0.006832,0.006832,0.006832
98,61390,1.43284,1.37517,1.19392,1.66357,0.42449,0.37564,0.35197,0.19628,0.21551,0.87256,0.18085,1.41848,1.44161,1.24596,2.0038,0.006799,0.006799,0.006799
99,62012.9,1.42464,1.36598,1.18907,1.68126,0.43031,0.37407,0.35212,0.19654,0.21766,0.87395,0.18189,1.41839,1.44045,1.24545,2.00318,0.006766,0.006766,0.006766
100,62636.2,1.42839,1.36659,1.19019,1.64812,0.43149,0.37297,0.35236,0.19679,0.21819,0.87503,0.18267,1.41845,1.43905,1.24459,2.00384,0.006733,0.006733,0.006733
101,63262.8,1.42531,1.36354,1.19131,1.67723,0.42717,0.37535,0.35302,0.1971,0.21862,0.87438,0.1824,1.41854,1.43836,1.24401,2.00202,0.0067,0.0067,0.0067
102,63888.8,1.42335,1.35707,1.18638,1.65587,0.42944,0.37599,0.35332,0.1972,0.22216,0.87567,0.18412,1.4187,1.43719,1.24336,2.0057,0.006667,0.006667,0.006667
103,64509.9,1.42694,1.36228,1.18846,1.67357,0.43146,0.375,0.35394,0.19765,0.22366,0.87707,0.18472,1.41872,1.43642,1.2428,2.00437,0.006634,0.006634,0.006634
104,65137.4,1.41958,1.35289,1.18519,1.66198,0.4353,0.37474,0.35477,0.19833,0.22431,0.87921,0.18519,1.41871,1.43563,1.24216,2.00619,0.006601,0.006601,0.006601
105,65757.5,1.42212,1.34666,1.18359,1.65536,0.4353,0.37551,0.35539,0.19874,0.22592,0.87932,0.18557,1.41845,1.43419,1.2414,2.00507,0.006568,0.006568,0.006568
